Sample_typ	SAMPLE_NUM	METHOD_DES	ATLAS_DESC	EASTING	NORTHING	ALUMINIUM	ANTIMONY	ARSENIC
gbase Stream Water	40_7830_+	ICP Mass Spectrometry	Humber-Trent	454500	351280	-99.00000000000	0.00015000000	0.00266000000
gbase Stream Water	40_7830_+	Ion Selective Electrode	Humber-Trent	454500	351280	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7830_+	Organic Content	Humber-Trent	454500	351280	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7830_+	pH electrode	Humber-Trent	454500	351280	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7830_+	Titrimetric method	Humber-Trent	454500	351280	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	Colorimetric Method	Humber-Trent	464160	352260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	Conductivity meter	Humber-Trent	464160	352260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	ICP Atomic Emission Spectrometry	Humber-Trent	464160	352260	0.10338200000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	ICP Mass Spectrometry	Humber-Trent	464160	352260	-99.00000000000	0.00026000000	0.00459000000
gbase Stream Water	40_7837_+	Ion Selective Electrode	Humber-Trent	464160	352260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	pH electrode	Humber-Trent	464160	352260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7837_+	Titrimetric method	Humber-Trent	464160	352260	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	Colorimetric Method	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	Conductivity meter	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	ICP Atomic Emission Spectrometry	Humber-Trent	463950	352100	0.00700000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	ICP Mass Spectrometry	Humber-Trent	463950	352100	-99.00000000000	0.00002000000	0.00020000000
gbase Stream Water	40_7840_+	Ion Selective Electrode	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	Organic Content	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	pH electrode	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
gbase Stream Water	40_7840_+	Titrimetric method	Humber-Trent	463950	352100	-99.00000000000	-99.00000000000	-99.00000000000
